OID,metro_area,area_land,area_water,GEOID10,mode,month,trips,classification,lat,lon
5816,"Killeen, TX",219796217,591408,44992,Bus,2019-01,13444,Non-Rail,31.09576885,-97.75065071
5817,"Killeen, TX",219796217,591408,44992,Bus,2019-02,32191,Non-Rail,31.09576885,-97.75065071
5818,"Killeen, TX",219796217,591408,44992,Bus,2019-03,24212,Non-Rail,31.09576885,-97.75065071
5819,"Killeen, TX",219796217,591408,44992,Bus,2019-04,29130,Non-Rail,31.09576885,-97.75065071
5820,"Killeen, TX",219796217,591408,44992,Bus,2019-05,27320,Non-Rail,31.09576885,-97.75065071
5821,"Killeen, TX",219796217,591408,44992,Bus,2019-06,27623,Non-Rail,31.09576885,-97.75065071
5822,"Killeen, TX",219796217,591408,44992,Bus,2019-07,25898,Non-Rail,31.09576885,-97.75065071
5823,"Killeen, TX",219796217,591408,44992,Bus,2019-08,30997,Non-Rail,31.09576885,-97.75065071
5824,"Killeen, TX",219796217,591408,44992,Bus,2019-09,31244,Non-Rail,31.09576885,-97.75065071
5825,"Killeen, TX",219796217,591408,44992,Bus,2019-10,32556,Non-Rail,31.09576885,-97.75065071
5826,"Killeen, TX",219796217,591408,44992,Bus,2019-11,30253,Non-Rail,31.09576885,-97.75065071
5827,"Killeen, TX",219796217,591408,44992,Bus,2019-12,37567,Non-Rail,31.09576885,-97.75065071
5828,"Killeen, TX",219796217,591408,44992,Bus,2020-01,13188,Non-Rail,31.09576885,-97.75065071
5829,"Killeen, TX",219796217,591408,44992,Bus,2020-02,27266,Non-Rail,31.09576885,-97.75065071
5830,"Killeen, TX",219796217,591408,44992,Bus,2020-03,23234,Non-Rail,31.09576885,-97.75065071
5831,"Killeen, TX",219796217,591408,44992,Bus,2020-04,14629,Non-Rail,31.09576885,-97.75065071
5832,"Killeen, TX",219796217,591408,44992,Bus,2020-05,14783,Non-Rail,31.09576885,-97.75065071
5833,"Killeen, TX",219796217,591408,44992,Bus,2020-06,15765,Non-Rail,31.09576885,-97.75065071
5834,"Killeen, TX",219796217,591408,44992,Bus,2020-07,15967,Non-Rail,31.09576885,-97.75065071
5835,"Killeen, TX",219796217,591408,44992,Bus,2020-08,16144,Non-Rail,31.09576885,-97.75065071
5836,"Killeen, TX",219796217,591408,44992,Bus,2020-09,16339,Non-Rail,31.09576885,-97.75065071
5837,"Omaha, NE-IA",701857766,13164241,65269,Demand Response,2019-01,8179,Non-Rail,41.23454462,-96.03436867
5838,"Omaha, NE-IA",701857766,13164241,65269,Demand Response,2019-02,7234,Non-Rail,41.23454462,-96.03436867
5839,"Omaha, NE-IA",701857766,13164241,65269,Demand Response,2019-03,8482,Non-Rail,41.23454462,-96.03436867
5840,"Omaha, NE-IA",701857766,13164241,65269,Demand Response,2019-04,8833,Non-Rail,41.23454462,-96.03436867
5841,"Omaha, NE-IA",701857766,13164241,65269,Demand Response,2019-05,8865,Non-Rail,41.23454462,-96.03436867
5842,"Omaha, NE-IA",701857766,13164241,65269,Demand Response,2019-06,8286,Non-Rail,41.23454462,-96.03436867
5843,"Omaha, NE-IA",701857766,13164241,65269,Demand Response,2019-07,8556,Non-Rail,41.23454462,-96.03436867
5844,"Omaha, NE-IA",701857766,13164241,65269,Demand Response,2019-08,9059,Non-Rail,41.23454462,-96.03436867
5845,"Omaha, NE-IA",701857766,13164241,65269,Demand Response,2019-09,8006,Non-Rail,41.23454462,-96.03436867
5846,"Omaha, NE-IA",701857766,13164241,65269,Demand Response,2019-10,9380,Non-Rail,41.23454462,-96.03436867
5847,"Omaha, NE-IA",701857766,13164241,65269,Demand Response,2019-11,8315,Non-Rail,41.23454462,-96.03436867
5848,"Omaha, NE-IA",701857766,13164241,65269,Demand Response,2019-12,7919,Non-Rail,41.23454462,-96.03436867
5849,"Omaha, NE-IA",701857766,13164241,65269,Bus,2019-01,246549,Non-Rail,41.23454462,-96.03436867
5850,"Omaha, NE-IA",701857766,13164241,65269,Bus,2019-02,215669,Non-Rail,41.23454462,-96.03436867
5851,"Omaha, NE-IA",701857766,13164241,65269,Bus,2019-03,255145,Non-Rail,41.23454462,-96.03436867
5852,"Omaha, NE-IA",701857766,13164241,65269,Bus,2019-04,290589,Non-Rail,41.23454462,-96.03436867
5853,"Omaha, NE-IA",701857766,13164241,65269,Bus,2019-05,285332,Non-Rail,41.23454462,-96.03436867
5854,"Omaha, NE-IA",701857766,13164241,65269,Bus,2019-06,278260,Non-Rail,41.23454462,-96.03436867
5855,"Omaha, NE-IA",701857766,13164241,65269,Bus,2019-07,290204,Non-Rail,41.23454462,-96.03436867
5856,"Omaha, NE-IA",701857766,13164241,65269,Bus,2019-08,299048,Non-Rail,41.23454462,-96.03436867
5857,"Omaha, NE-IA",701857766,13164241,65269,Bus,2019-09,286399,Non-Rail,41.23454462,-96.03436867
5858,"Omaha, NE-IA",701857766,13164241,65269,Bus,2019-10,306193,Non-Rail,41.23454462,-96.03436867
5859,"Omaha, NE-IA",701857766,13164241,65269,Bus,2019-11,261682,Non-Rail,41.23454462,-96.03436867
5860,"Omaha, NE-IA",701857766,13164241,65269,Bus,2019-12,252775,Non-Rail,41.23454462,-96.03436867
5861,"Omaha, NE-IA",701857766,13164241,65269,Vanpool,2020-07,5243,Non-Rail,41.23454462,-96.03436867
5862,"Omaha, NE-IA",701857766,13164241,65269,Vanpool,2020-08,9120,Non-Rail,41.23454462,-96.03436867
5863,"Omaha, NE-IA",701857766,13164241,65269,Vanpool,2020-09,9224,Non-Rail,41.23454462,-96.03436867
5864,"Chicago, IL-IN",6321373393,110404864,16264,Commuter Rail,2019-01,4962736,Rail,41.82748423,-87.89885204
5865,"Chicago, IL-IN",6321373393,110404864,16264,Commuter Rail,2019-02,4796400,Rail,41.82748423,-87.89885204
5866,"Chicago, IL-IN",6321373393,110404864,16264,Commuter Rail,2019-03,5228932,Rail,41.82748423,-87.89885204
5867,"Chicago, IL-IN",6321373393,110404864,16264,Commuter Rail,2019-04,5589738,Rail,41.82748423,-87.89885204
5868,"Chicago, IL-IN",6321373393,110404864,16264,Commuter Rail,2019-05,5671624,Rail,41.82748423,-87.89885204
5869,"Chicago, IL-IN",6321373393,110404864,16264,Commuter Rail,2019-06,5559068,Rail,41.82748423,-87.89885204
5870,"Chicago, IL-IN",6321373393,110404864,16264,Commuter Rail,2019-07,5854444,Rail,41.82748423,-87.89885204
5871,"Chicago, IL-IN",6321373393,110404864,16264,Commuter Rail,2019-08,5861578,Rail,41.82748423,-87.89885204
5872,"Chicago, IL-IN",6321373393,110404864,16264,Commuter Rail,2019-09,5435018,Rail,41.82748423,-87.89885204
5873,"Chicago, IL-IN",6321373393,110404864,16264,Commuter Rail,2019-10,5996535,Rail,41.82748423,-87.89885204
5874,"Chicago, IL-IN",6321373393,110404864,16264,Commuter Rail,2019-11,4988567,Rail,41.82748423,-87.89885204
5875,"Chicago, IL-IN",6321373393,110404864,16264,Commuter Rail,2019-12,4795626,Rail,41.82748423,-87.89885204
5876,"Chicago, IL-IN",6321373393,110404864,16264,Commuter Rail,2020-01,5427934,Rail,41.82748423,-87.89885204
5877,"Chicago, IL-IN",6321373393,110404864,16264,Commuter Rail,2020-02,4943673,Rail,41.82748423,-87.89885204
5878,"Chicago, IL-IN",6321373393,110404864,16264,Commuter Rail,2020-03,2556252,Rail,41.82748423,-87.89885204
5879,"Chicago, IL-IN",6321373393,110404864,16264,Commuter Rail,2020-04,205671,Rail,41.82748423,-87.89885204
5880,"Chicago, IL-IN",6321373393,110404864,16264,Commuter Rail,2020-05,248070,Rail,41.82748423,-87.89885204
5881,"Chicago, IL-IN",6321373393,110404864,16264,Commuter Rail,2020-06,473798,Rail,41.82748423,-87.89885204
5882,"Chicago, IL-IN",6321373393,110404864,16264,Commuter Rail,2020-07,665379,Rail,41.82748423,-87.89885204
5883,"Chicago, IL-IN",6321373393,110404864,16264,Commuter Rail,2020-08,654241,Rail,41.82748423,-87.89885204
5884,"Chicago, IL-IN",6321373393,110404864,16264,Commuter Rail,2020-09,673954,Rail,41.82748423,-87.89885204
5885,"Chicago, IL-IN",6321373393,110404864,16264,Demand Response,2019-01,368684,Non-Rail,41.82748423,-87.89885204
5886,"Chicago, IL-IN",6321373393,110404864,16264,Demand Response,2019-02,398278,Non-Rail,41.82748423,-87.89885204
5887,"Chicago, IL-IN",6321373393,110404864,16264,Demand Response,2019-03,434317,Non-Rail,41.82748423,-87.89885204
5888,"Chicago, IL-IN",6321373393,110404864,16264,Demand Response,2019-04,441312,Non-Rail,41.82748423,-87.89885204
5889,"Chicago, IL-IN",6321373393,110404864,16264,Demand Response,2019-05,442561,Non-Rail,41.82748423,-87.89885204
5890,"Chicago, IL-IN",6321373393,110404864,16264,Demand Response,2019-06,404389,Non-Rail,41.82748423,-87.89885204
5891,"Chicago, IL-IN",6321373393,110404864,16264,Demand Response,2019-07,416561,Non-Rail,41.82748423,-87.89885204
5892,"Chicago, IL-IN",6321373393,110404864,16264,Demand Response,2019-08,427793,Non-Rail,41.82748423,-87.89885204
5893,"Chicago, IL-IN",6321373393,110404864,16264,Demand Response,2019-09,409115,Non-Rail,41.82748423,-87.89885204
5894,"Chicago, IL-IN",6321373393,110404864,16264,Demand Response,2019-10,451747,Non-Rail,41.82748423,-87.89885204
5895,"Chicago, IL-IN",6321373393,110404864,16264,Demand Response,2019-11,403390,Non-Rail,41.82748423,-87.89885204
5896,"Chicago, IL-IN",6321373393,110404864,16264,Demand Response,2019-12,393462,Non-Rail,41.82748423,-87.89885204
5897,"Chicago, IL-IN",6321373393,110404864,16264,Demand Response,2020-01,418387,Non-Rail,41.82748423,-87.89885204
5898,"Chicago, IL-IN",6321373393,110404864,16264,Demand Response,2020-02,402907,Non-Rail,41.82748423,-87.89885204
5899,"Chicago, IL-IN",6321373393,110404864,16264,Demand Response,2020-03,267187,Non-Rail,41.82748423,-87.89885204
5900,"Chicago, IL-IN",6321373393,110404864,16264,Demand Response,2020-04,96926,Non-Rail,41.82748423,-87.89885204
5901,"Chicago, IL-IN",6321373393,110404864,16264,Demand Response,2020-05,125766,Non-Rail,41.82748423,-87.89885204
5902,"Chicago, IL-IN",6321373393,110404864,16264,Demand Response,2020-06,160694,Non-Rail,41.82748423,-87.89885204
5903,"Chicago, IL-IN",6321373393,110404864,16264,Demand Response,2020-07,163399,Non-Rail,41.82748423,-87.89885204
5904,"Chicago, IL-IN",6321373393,110404864,16264,Demand Response,2020-08,166190,Non-Rail,41.82748423,-87.89885204
5905,"Chicago, IL-IN",6321373393,110404864,16264,Demand Response,2020-09,166195,Non-Rail,41.82748423,-87.89885204
5906,"Chicago, IL-IN",6321373393,110404864,16264,Ferryboat,2019-01,0,Non-Rail,41.82748423,-87.89885204
5907,"Chicago, IL-IN",6321373393,110404864,16264,Ferryboat,2019-02,0,Non-Rail,41.82748423,-87.89885204
5908,"Chicago, IL-IN",6321373393,110404864,16264,Ferryboat,2019-03,12305,Non-Rail,41.82748423,-87.89885204
5909,"Chicago, IL-IN",6321373393,110404864,16264,Ferryboat,2019-04,24778,Non-Rail,41.82748423,-87.89885204
5910,"Chicago, IL-IN",6321373393,110404864,16264,Ferryboat,2019-05,32084,Non-Rail,41.82748423,-87.89885204
5911,"Chicago, IL-IN",6321373393,110404864,16264,Ferryboat,2019-06,58660,Non-Rail,41.82748423,-87.89885204
5912,"Chicago, IL-IN",6321373393,110404864,16264,Ferryboat,2019-07,91066,Non-Rail,41.82748423,-87.89885204
5913,"Chicago, IL-IN",6321373393,110404864,16264,Ferryboat,2019-08,90413,Non-Rail,41.82748423,-87.89885204
5914,"Chicago, IL-IN",6321373393,110404864,16264,Ferryboat,2019-09,52251,Non-Rail,41.82748423,-87.89885204
5915,"Chicago, IL-IN",6321373393,110404864,16264,Ferryboat,2019-10,30365,Non-Rail,41.82748423,-87.89885204
5916,"Chicago, IL-IN",6321373393,110404864,16264,Ferryboat,2019-11,14638,Non-Rail,41.82748423,-87.89885204
5917,"Chicago, IL-IN",6321373393,110404864,16264,Ferryboat,2019-12,6406,Non-Rail,41.82748423,-87.89885204
5918,"Chicago, IL-IN",6321373393,110404864,16264,Ferryboat,2020-01,6171,Non-Rail,41.82748423,-87.89885204
5919,"Chicago, IL-IN",6321373393,110404864,16264,Ferryboat,2020-02,5068,Non-Rail,41.82748423,-87.89885204
5920,"Chicago, IL-IN",6321373393,110404864,16264,Ferryboat,2020-03,303,Non-Rail,41.82748423,-87.89885204
5921,"Chicago, IL-IN",6321373393,110404864,16264,Ferryboat,2020-04,0,Non-Rail,41.82748423,-87.89885204
5922,"Chicago, IL-IN",6321373393,110404864,16264,Ferryboat,2020-05,0,Non-Rail,41.82748423,-87.89885204
5923,"Chicago, IL-IN",6321373393,110404864,16264,Ferryboat,2020-06,0,Non-Rail,41.82748423,-87.89885204
5924,"Chicago, IL-IN",6321373393,110404864,16264,Ferryboat,2020-07,0,Non-Rail,41.82748423,-87.89885204
5925,"Chicago, IL-IN",6321373393,110404864,16264,Ferryboat,2020-08,0,Non-Rail,41.82748423,-87.89885204
5926,"Chicago, IL-IN",6321373393,110404864,16264,Ferryboat,2020-09,0,Non-Rail,41.82748423,-87.89885204
5927,"Chicago, IL-IN",6321373393,110404864,16264,Heavy Rail,2019-01,16068845,Rail,41.82748423,-87.89885204
5928,"Chicago, IL-IN",6321373393,110404864,16264,Heavy Rail,2019-02,16356941,Rail,41.82748423,-87.89885204
5929,"Chicago, IL-IN",6321373393,110404864,16264,Heavy Rail,2019-03,18019169,Rail,41.82748423,-87.89885204
5930,"Chicago, IL-IN",6321373393,110404864,16264,Heavy Rail,2019-04,18385649,Rail,41.82748423,-87.89885204
5931,"Chicago, IL-IN",6321373393,110404864,16264,Heavy Rail,2019-05,19206970,Rail,41.82748423,-87.89885204
5932,"Chicago, IL-IN",6321373393,110404864,16264,Heavy Rail,2019-06,18783743,Rail,41.82748423,-87.89885204
5933,"Chicago, IL-IN",6321373393,110404864,16264,Heavy Rail,2019-07,19103898,Rail,41.82748423,-87.89885204
5934,"Chicago, IL-IN",6321373393,110404864,16264,Heavy Rail,2019-08,19408958,Rail,41.82748423,-87.89885204
5935,"Chicago, IL-IN",6321373393,110404864,16264,Heavy Rail,2019-09,19178218,Rail,41.82748423,-87.89885204
5936,"Chicago, IL-IN",6321373393,110404864,16264,Heavy Rail,2019-10,20582746,Rail,41.82748423,-87.89885204
5937,"Chicago, IL-IN",6321373393,110404864,16264,Heavy Rail,2019-11,17448364,Rail,41.82748423,-87.89885204
5938,"Chicago, IL-IN",6321373393,110404864,16264,Heavy Rail,2019-12,15923640,Rail,41.82748423,-87.89885204
5939,"Chicago, IL-IN",6321373393,110404864,16264,Heavy Rail,2020-01,17181153,Rail,41.82748423,-87.89885204
5940,"Chicago, IL-IN",6321373393,110404864,16264,Heavy Rail,2020-02,16298769,Rail,41.82748423,-87.89885204
5941,"Chicago, IL-IN",6321373393,110404864,16264,Heavy Rail,2020-03,9794464,Rail,41.82748423,-87.89885204
5942,"Chicago, IL-IN",6321373393,110404864,16264,Heavy Rail,2020-04,2266610,Rail,41.82748423,-87.89885204
5943,"Chicago, IL-IN",6321373393,110404864,16264,Heavy Rail,2020-05,2235078,Rail,41.82748423,-87.89885204
5944,"Chicago, IL-IN",6321373393,110404864,16264,Heavy Rail,2020-06,2955135,Rail,41.82748423,-87.89885204
5945,"Chicago, IL-IN",6321373393,110404864,16264,Heavy Rail,2020-07,4255061,Rail,41.82748423,-87.89885204
5946,"Chicago, IL-IN",6321373393,110404864,16264,Heavy Rail,2020-08,4260558,Rail,41.82748423,-87.89885204
5947,"Chicago, IL-IN",6321373393,110404864,16264,Heavy Rail,2020-09,4556719,Rail,41.82748423,-87.89885204
5948,"Chicago, IL-IN",6321373393,110404864,16264,Bus,2019-01,19387463,Non-Rail,41.82748423,-87.89885204
5949,"Chicago, IL-IN",6321373393,110404864,16264,Bus,2019-02,20283883,Non-Rail,41.82748423,-87.89885204
5950,"Chicago, IL-IN",6321373393,110404864,16264,Bus,2019-03,22459740,Non-Rail,41.82748423,-87.89885204
5951,"Chicago, IL-IN",6321373393,110404864,16264,Bus,2019-04,22239628,Non-Rail,41.82748423,-87.89885204
5952,"Chicago, IL-IN",6321373393,110404864,16264,Bus,2019-05,23529196,Non-Rail,41.82748423,-87.89885204
5953,"Chicago, IL-IN",6321373393,110404864,16264,Bus,2019-06,22019889,Non-Rail,41.82748423,-87.89885204
5954,"Chicago, IL-IN",6321373393,110404864,16264,Bus,2019-07,22224730,Non-Rail,41.82748423,-87.89885204
5955,"Chicago, IL-IN",6321373393,110404864,16264,Bus,2019-08,22434020,Non-Rail,41.82748423,-87.89885204
5956,"Chicago, IL-IN",6321373393,110404864,16264,Bus,2019-09,23250418,Non-Rail,41.82748423,-87.89885204
5957,"Chicago, IL-IN",6321373393,110404864,16264,Bus,2019-10,24333808,Non-Rail,41.82748423,-87.89885204
5958,"Chicago, IL-IN",6321373393,110404864,16264,Bus,2019-11,21437370,Non-Rail,41.82748423,-87.89885204
5959,"Chicago, IL-IN",6321373393,110404864,16264,Bus,2019-12,20646569,Non-Rail,41.82748423,-87.89885204
5960,"Chicago, IL-IN",6321373393,110404864,16264,Bus,2020-01,21589272,Non-Rail,41.82748423,-87.89885204
5961,"Chicago, IL-IN",6321373393,110404864,16264,Bus,2020-02,21045304,Non-Rail,41.82748423,-87.89885204
5962,"Chicago, IL-IN",6321373393,110404864,16264,Bus,2020-03,14865604,Non-Rail,41.82748423,-87.89885204
5963,"Chicago, IL-IN",6321373393,110404864,16264,Bus,2020-04,6488844,Non-Rail,41.82748423,-87.89885204
5964,"Chicago, IL-IN",6321373393,110404864,16264,Bus,2020-05,7557483,Non-Rail,41.82748423,-87.89885204
5965,"Chicago, IL-IN",6321373393,110404864,16264,Bus,2020-06,8180592,Non-Rail,41.82748423,-87.89885204
5966,"Chicago, IL-IN",6321373393,110404864,16264,Bus,2020-07,9689136,Non-Rail,41.82748423,-87.89885204
5967,"Chicago, IL-IN",6321373393,110404864,16264,Bus,2020-08,9614709,Non-Rail,41.82748423,-87.89885204
5968,"Chicago, IL-IN",6321373393,110404864,16264,Bus,2020-09,9673289,Non-Rail,41.82748423,-87.89885204
5969,"Chicago, IL-IN",6321373393,110404864,16264,Vanpool,2019-01,108541,Non-Rail,41.82748423,-87.89885204
5970,"Chicago, IL-IN",6321373393,110404864,16264,Vanpool,2019-02,106840,Non-Rail,41.82748423,-87.89885204
5971,"Chicago, IL-IN",6321373393,110404864,16264,Vanpool,2019-03,117964,Non-Rail,41.82748423,-87.89885204
5972,"Chicago, IL-IN",6321373393,110404864,16264,Vanpool,2019-04,121138,Non-Rail,41.82748423,-87.89885204
5973,"Chicago, IL-IN",6321373393,110404864,16264,Vanpool,2019-05,124189,Non-Rail,41.82748423,-87.89885204
5974,"Chicago, IL-IN",6321373393,110404864,16264,Vanpool,2019-06,110804,Non-Rail,41.82748423,-87.89885204
5975,"Chicago, IL-IN",6321373393,110404864,16264,Vanpool,2019-07,118144,Non-Rail,41.82748423,-87.89885204
5976,"Chicago, IL-IN",6321373393,110404864,16264,Vanpool,2019-08,120292,Non-Rail,41.82748423,-87.89885204
5977,"Chicago, IL-IN",6321373393,110404864,16264,Vanpool,2019-09,107600,Non-Rail,41.82748423,-87.89885204
5978,"Chicago, IL-IN",6321373393,110404864,16264,Vanpool,2019-10,122834,Non-Rail,41.82748423,-87.89885204
5979,"Chicago, IL-IN",6321373393,110404864,16264,Vanpool,2019-11,102856,Non-Rail,41.82748423,-87.89885204
5980,"Chicago, IL-IN",6321373393,110404864,16264,Vanpool,2019-12,100062,Non-Rail,41.82748423,-87.89885204
5981,"Chicago, IL-IN",6321373393,110404864,16264,Vanpool,2020-01,105458,Non-Rail,41.82748423,-87.89885204
5982,"Chicago, IL-IN",6321373393,110404864,16264,Vanpool,2020-02,97749,Non-Rail,41.82748423,-87.89885204
5983,"Chicago, IL-IN",6321373393,110404864,16264,Vanpool,2020-03,75973,Non-Rail,41.82748423,-87.89885204
5984,"Chicago, IL-IN",6321373393,110404864,16264,Vanpool,2020-04,15965,Non-Rail,41.82748423,-87.89885204
5985,"Chicago, IL-IN",6321373393,110404864,16264,Vanpool,2020-05,18424,Non-Rail,41.82748423,-87.89885204
5986,"Chicago, IL-IN",6321373393,110404864,16264,Vanpool,2020-06,17952,Non-Rail,41.82748423,-87.89885204
5987,"Chicago, IL-IN",6321373393,110404864,16264,Vanpool,2020-07,22204,Non-Rail,41.82748423,-87.89885204
5988,"Chicago, IL-IN",6321373393,110404864,16264,Vanpool,2020-08,22450,Non-Rail,41.82748423,-87.89885204
5989,"Chicago, IL-IN",6321373393,110404864,16264,Vanpool,2020-09,27469,Non-Rail,41.82748423,-87.89885204
5990,"Virginia Beach, VA",1325700500,199834466,90892,Demand Response,2019-01,31296,Non-Rail,36.90844225,-76.30892607
5991,"Virginia Beach, VA",1325700500,199834466,90892,Demand Response,2019-02,29603,Non-Rail,36.90844225,-76.30892607
5992,"Virginia Beach, VA",1325700500,199834466,90892,Demand Response,2019-03,32992,Non-Rail,36.90844225,-76.30892607
5993,"Virginia Beach, VA",1325700500,199834466,90892,Demand Response,2019-04,32474,Non-Rail,36.90844225,-76.30892607
5994,"Virginia Beach, VA",1325700500,199834466,90892,Demand Response,2019-05,33652,Non-Rail,36.90844225,-76.30892607
5995,"Virginia Beach, VA",1325700500,199834466,90892,Demand Response,2019-06,30164,Non-Rail,36.90844225,-76.30892607
5996,"Virginia Beach, VA",1325700500,199834466,90892,Demand Response,2019-07,31986,Non-Rail,36.90844225,-76.30892607
5997,"Virginia Beach, VA",1325700500,199834466,90892,Demand Response,2019-08,33161,Non-Rail,36.90844225,-76.30892607
5998,"Virginia Beach, VA",1325700500,199834466,90892,Demand Response,2019-09,30648,Non-Rail,36.90844225,-76.30892607
5999,"Virginia Beach, VA",1325700500,199834466,90892,Demand Response,2019-10,35051,Non-Rail,36.90844225,-76.30892607
6000,"Virginia Beach, VA",1325700500,199834466,90892,Demand Response,2019-11,31546,Non-Rail,36.90844225,-76.30892607
6001,"Virginia Beach, VA",1325700500,199834466,90892,Demand Response,2019-12,30989,Non-Rail,36.90844225,-76.30892607
